word,frequency
charring,2.0699853925281033
charro,1.7689553968641223
chart,3.9766795037888722
charted,2.5705877430972888
charter,3.4736777300892325
chartered,2.9545919738260342
chartering,1.8938941334724222
charters,2.2460766515837847
charting,2.547106647247766
chartreuse,2.7389921734866793
charts,3.8155806089560245
charwoman,2.136932182158717
charybdis,2.4057774944512964
chase,4.515589595801702
chased,3.9273178889593723
chaser,3.1179089448452864
chasers,2.7068074901152777
chases,3.1113780776863287
chasing,4.262181018374553
chasm,2.5705877430972888
chasms,1.9908041464804787
chasse,2.0699853925281033
chasseur,2.0699853925281033
chasseurs,1.5928641378084412
chassis,2.8233130591867153
chaste,2.7831958359787325
chastely,1.5928641378084412
chasten,1.7689553968641223
chastened,1.5928641378084412
chastens,1.5928641378084412
chastise,2.136932182158717
chastised,2.0699853925281033
chastisement,1.9908041464804787
chastises,1.5928641378084412
chastising,1.8938941334724222
chastity,3.16689540553616
chasuble,2.333226827302685
chat,4.211435165928571
chatchka,1.7689553968641223
chateau,3.405777494451297
chateaubriand,2.0699853925281033
chateaus,1.7689553968641223
chateaux,2.136932182158717
chatelet,1.7689553968641223
chats,2.653561978162053
chatta,2.2460766515837847
chattanooga,2.882898749170959
chatted,2.592864137808441
chattel,2.4959541248003845
chattels,2.0699853925281033
chatter,3.6702320430925974
chatterbox,2.672045383856066
chatterboxes,1.5928641378084412
chattered,1.8938941334724222
chatterers,1.7689553968641223
chattering,3.6161165974421525
chatters,2.136932182158717
chatting,3.527362589052009
chatty,3.007837485779259
chaucer,2.8938941334724224
chaucerian,1.5928641378084412
chauffer,2.2460766515837847
chauffeur,3.751226629903691
chauffeured,2.136932182158717
chauffeuring,1.8938941334724222
chauffeurs,2.4679254012001413
chaussures,1.7689553968641223
chautauqua,1.8938941334724222
chauvinism,2.4057774944512964
chauvinist,2.7831958359787325
chauvinistic,2.4959541248003845
chauvinists,1.5928641378084412
chaw,2.333226827302685
chawk,2.437962177822698
chaya,1.5928641378084412
che,3.459151476892636
cheap,4.558771053303633
cheapen,2.522283063522734
cheapened,2.0699853925281033
cheapens,2.0699853925281033
cheaper,3.693234682926004
cheapest,3.1783248673169417
cheapie,1.8938941334724222
cheapies,1.5928641378084412
cheapish,1.5928641378084412
cheapjack,1.5928641378084412
cheaply,2.8103480820223474
cheapness,1.7689553968641223
cheapo,2.1949241291364032
cheapos,1.5928641378084412
cheapskate,2.754232140043416
cheapskates,1.8938941334724222
cheat,4.2470406796864015
cheated,4.089793785881656
cheater,3.333226827302685
cheaters,2.860035866211455
cheating,4.269100354571752
cheats,3.333226827302685
check,5.4450085215159945
checkbook,3.37461951246091
checkbooks,2.29183414214446
checked,4.668958184490916
checker,3.0477089978169514
checkerboard,2.0699853925281033
checkered,2.9253025977240465
checkers,3.2786058764107047
checking,4.511156650563796
checklist,2.8938941334724224
checklists,1.5928641378084412
checkmark,1.5928641378084412
checkmate,3.2508755344655533
checkout,3.1047474987873156
checkpoint,3.2741053751840283
checkpoints,2.8359021864947356
checkroom,2.4679254012001413
checks,4.172647734425251
checksum,1.5928641378084412
checkup,3.3252578976314098
checkups,2.592864137808441
cheddar,3.255621969490015
chee,2.614053436878379
cheek,3.8553152275388705
cheekbone,2.4679254012001413
cheekbones,2.7969841204643657
cheeked,1.5928641378084412
cheekiness,1.5928641378084412
cheeking,1.5928641378084412
cheeks,3.6459425812918607
cheeky,3.1047474987873156
cheep,2.136932182158717
cheeper,1.5928641378084412
cheeping,1.8938941334724222
cheer,4.271382516848555
cheered,3.0911746915980416
cheerful,3.5728675093921876
cheerfully,2.7068074901152777
cheerfulness,1.7689553968641223
cheerier,1.9908041464804787
cheeriest,1.7689553968641223
cheerily,1.7689553968641223
cheering,4.131312189518658
cheerio,3.2212530678587528
cheerios,2.547106647247766
cheerleader,3.8103480820223474
cheerleaders,3.459151476892636
cheerleading,3.44105325479984
cheerless,1.7689553968641223
cheero,1.7689553968641223
cheers,4.3559175781080555
cheery,3.0321968316387036
cheese,4.59112347623214
cheeseboard,1.7689553968641223
cheeseburger,3.506677990192158
cheeseburgers,3.1113780776863287
cheesecake,3.3673811035369905
cheesecakes,1.9908041464804787
cheesecloth,1.7689553968641223
cheesed,2.29183414214446
cheesemaker,1.5928641378084412
cheesemonger,1.5928641378084412
cheeses,2.7389921734866793
cheesier,1.8938941334724222
cheesiest,1.8938941334724222
cheesing,1.7689553968641223
cheesy,3.4189389405092676
cheet,1.8938941334724222
cheetah,3.3637161494505854
cheetahs,2.2460766515837847
chef,4.075022833219718
chefs,3.016110011745249
chekhov,2.437962177822698
chela,1.7689553968641223
chelate,1.5928641378084412
chelation,1.8938941334724222
chelicerae,1.5928641378084412
chello,2.1949241291364032
chem,3.2786058764107047
chemical,4.055262135707397
chemically,3.016110011745249
chemicals,3.7572169935928783
chemiluminescence,1.5928641378084412
chemin,2.1949241291364032
chemise,1.5928641378084412
chemist,3.2741053751840283
chemistries,1.7689553968641223
chemistry,3.9382378683675294
chemists,2.592864137808441
chemmy,1.7689553968641223
chemo,3.2460766515837847
chemosynthesis,1.8938941334724222
chemotherapeutic,1.7689553968641223
chemotherapy,3.0699853925281038
cheng,3.6302906357490645
chenier,1.7689553968641223
chenille,2.4959541248003845
cheongsam,1.5928641378084412
cheque,3.761656158122623
chequebook,2.4959541248003845
chequebooks,1.7689553968641223
chequered,1.7689553968641223
chequers,1.7689553968641223
cheques,3.130683232881715
cher,3.3956378631004167
cherchez,2.333226827302685
chere,1.8938941334724222
cherenkov,1.5928641378084412
cherie,2.9352868186306473
cherish,3.649768989144914
cherished,3.1113780776863287
cherishes,2.333226827302685
cherishing,2.1949241291364032
cherna,1.5928641378084412
cherokee,3.062686153786604
cherokees,2.333226827302685
cheroot,1.5928641378084412
cherries,3.2961555159271025
cherry,4.133193612599315
cherub,2.7969841204643657
cherubic,1.7689553968641223
cherubim,1.7689553968641223
cherubin,1.5928641378084412
cherubs,2.4959541248003845
chervil,1.8938941334724222
chesapeake,2.4679254012001413
cheshire,2.4959541248003845
chess,3.8727591178200793
chessboard,2.547106647247766
chessboards,1.7689553968641223
chesser,1.7689553968641223
chessman,1.7689553968641223
chest,4.612188174962132
chested,2.0699853925281033
chester,3.798339174549332
chesterfield,2.437962177822698
chesterfields,1.7689553968641223
chestnut,3.1113780776863287
chestnuts,2.999404318242396
chests,3.016110011745249
chesty,2.4679254012001413
cheung,3.5613470863623764
cheval,2.333226827302685
chevalier,2.754232140043416
chevrolet,2.7068074901152777
chevrolets,1.8938941334724222
chevron,2.522283063522734
chevrons,2.0699853925281033
chevvy,1.5928641378084412
chevy,3.53734680995861
chew,3.957415133162413
chewable,1.9908041464804787
chewed,3.3956378631004167
chewer,1.9908041464804787
chewie,3.016110011745249
chewing,3.7420832504638213
chewinks,1.7689553968641223
chews,2.7831958359787325
chewy,2.848136642911747
cheyenne,3.6810002265089925
cheyennes,1.9908041464804787
cheyney,1.8938941334724222
chez,3.2313533947630786
chi,3.8517407671805723
chia,2.9046179988641954
chianti,2.8359021864947356
chiao,2.136932182158717
chiaroscuro,2.136932182158717
chiasm,1.7689553968641223
chiasma,1.5928641378084412
chiba,2.1949241291364032
chic,3.3710153881920846
chica,2.754232140043416
chicago,4.614673414830781
chicagoan,1.5928641378084412
chicane,1.5928641378084412
chicanery,2.4057774944512964
chicano,2.882898749170959
chicanos,2.4959541248003845
chicer,1.5928641378084412
chicest,1.5928641378084412
chich,1.5928641378084412
chicha,2.0699853925281033
chichi,1.7689553968641223
chick,4.417315407845054
chickadee,2.4057774944512964
chickadees,1.8938941334724222
chickasaw,1.5928641378084412
chickee,2.136932182158717
chicken,4.790006802781004
chickened,3.0321968316387036
chickenfeed,1.8938941334724222
chickenhearted,1.5928641378084412
chickening,2.522283063522734
chickenpox,2.672045383856066
chickens,4.008671865443985
chickenshit,3.226332593388028
chickenshits,1.9908041464804787
chicker,1.5928641378084412
chickies,2.333226827302685
chicks,4.162822955905035
chickweed,1.5928641378084412
chickweeds,1.5928641378084412
chicky,2.7389921734866793
chicness,1.5928641378084412
chico,3.2830602178369546
chicory,2.2460766515837847
chicos,1.5928641378084412
chics,1.5928641378084412
chid,1.8938941334724222
chide,2.0699853925281033
chided,1.9908041464804787
chiding,1.5928641378084412
chief,4.891062004918256
chiefest,1.7689553968641223
chiefly,2.3710153881920846
chiefs,3.677440415742772
chieftain,2.4959541248003845
chieftains,2.136932182158717
chien,2.136932182158717
chiffon,2.7068074901152777
chiffonade,1.9908041464804787
chiffons,1.5928641378084412
chiffre,2.634256822966666
chigger,2.136932182158717
chiggers,1.7689553968641223
chih,1.9908041464804787
chihuahua,3.155157002264916
chihuahuas,1.8938941334724222
chil,1.8938941334724222
chilblains,1.7689553968641223
child,5.197144204260546
childbearing,2.4057774944512964
childbed,1.7689553968641223
childbirth,3.1894612334349013
childcare,2.136932182158717
childhood,4.1515727083416065
childhoods,2.2460766515837847
childing,1.5928641378084412
childish,3.691507863625498
childishly,1.9908041464804787
childishness,2.2460766515837847
childless,2.7831958359787325
childlike,2.8103480820223474
childproof,2.333226827302685
childproofed,1.9908041464804787
childre,1.8938941334724222
children,5.2427342315108465
chile,3.062686153786604
chilean,2.653561978162053
chiles,1.7689553968641223
chili,3.8750329161130828
chiliastic,1.7689553968641223
chilicote,1.5928641378084412
chilidog,2.136932182158717
chilidogs,1.7689553968641223
chilies,2.29183414214446
chill,4.210388672694734
chilled,3.1491666385757284
chiller,1.8938941334724222
chillers,1.5928641378084412
chilli,2.7969841204643657
chillies,2.2460766515837847
chilliness,1.5928641378084412
chilling,3.2109122345205336
chillingly,1.5928641378084412
chills,3.28746933674201
chilly,3.6362264158295705
chiltern,2.5705877430972888
chimbley,1.5928641378084412
chime,2.973075379520047
chimed,2.0699853925281033
chimera,2.9639320000801774
chimeras,1.5928641378084412
chimes,3.2363168142946286
chiming,2.7231979063034473
chimney,3.622247915493651
chimneys,2.7689553968641225
chimp,3.479354862980923
chimpanzee,3.0911746915980416
chimpanzees,2.9450466559198034
chimps,3.1491666385757284
chin,4.103409148015054
china,4.395295764239165
chinaman,3.260317090698395
chinamen,2.672045383856066
chinas,1.5928641378084412
chinatown,3.715080016081268
chinaware,1.7689553968641223
chinawoman,1.5928641378084412
chinch,1.7689553968641223
chinchilla,2.7389921734866793
chinchillas,1.9908041464804787
chine,1.9908041464804787
chinese,4.647285662270978
ching,3.4932312664649112
chink,3.161065861875436
chinkapin,1.5928641378084412
chinked,1.5928641378084412
chinking,1.5928641378084412
chinks,2.9150834325423602
chinless,1.5928641378084412
chinning,1.7689553968641223
chinny,1.5928641378084412
chino,3.4765255729620588
chinois,1.9908041464804787
chinook,2.1949241291364032
chinos,2.136932182158717
chinquapin,2.0699853925281033
chins,2.848136642911747
chinstraps,1.5928641378084412
chint,1.5928641378084412
chintz,2.3710153881920846
chintzes,1.7689553968641223
chintzy,1.8938941334724222
chinwag,1.5928641378084412
chinwags,1.5928641378084412
chip,4.31384988196218
chipmunk,2.9253025977240465
chipmunks,2.592864137808441
chipped,3.3887441551525166
chippendale,2.2460766515837847
chipper,3.1179089448452864
chippers,2.3710153881920846
chippewa,2.522283063522734
chippewas,1.8938941334724222
chippie,2.3710153881920846
chippies,2.1949241291364032
chipping,2.7831958359787325
chippy,2.7068074901152777
chips,4.210388672694734
chiral,1.5928641378084412
chirality,1.5928641378084412
chiro,2.0699853925281033
chiropodist,1.8938941334724222
chiropody,1.7689553968641223
chiropractic,2.29183414214446
chiropractics,1.5928641378084412
chiropractor,2.9545919738260342
chiropractors,1.8938941334724222
chirp,2.7831958359787325
chirpier,1.5928641378084412
chirping,2.999404318242396
chirps,2.29183414214446
chirpy,2.0699853925281033
chirring,1.9908041464804787
chirrup,1.5928641378084412
chirruping,2.136932182158717
chisel,2.9545919738260342
chiseled,2.592864137808441
chiseler,2.882898749170959
chiselers,2.1949241291364032
chiseling,2.3710153881920846
chiselled,2.3710153881920846
chiseller,1.5928641378084412
chisellers,1.5928641378084412
chiselling,2.136932182158717
chisels,1.8938941334724222
chit,2.4679254012001413
chitchat,3.124343054850696
chitchatted,1.5928641378084412
chitchatting,1.9908041464804787
chitchatty,1.5928641378084412
chitin,1.5928641378084412
chitinous,1.5928641378084412
chitlin,2.0699853925281033
chitlings,1.5928641378084412
chitlins,2.6897741508164974
chitose,1.7689553968641223
chitra,1.5928641378084412
chits,2.136932182158717
chittering,2.1949241291364032
chitterlings,2.0699853925281033
chitty,2.1949241291364032
chiv,2.29183414214446
chivalric,1.7689553968641223
chivalrous,2.5705877430972888
chivalry,3.084225831642714
chives,2.4959541248003845
chlamydia,2.9253025977240465
chloe,4.280393099023075
chloral,2.136932182158717
chloramphenicol,1.5928641378084412
chlorate,2.3710153881920846
chlordane,1.8938941334724222
chloric,1.9908041464804787
chloride,2.9639320000801774
chlorin,1.5928641378084412
chlorinate,1.7689553968641223
chlorinated,1.8938941334724222
chlorinating,1.5928641378084412
chlorine,2.882898749170959
chloroform,3.007837485779259
chloroformed,1.8938941334724222
chloroformic,1.5928641378084412
chloroforming,1.5928641378084412
chloromethane,1.7689553968641223
chlorophyll,2.4057774944512964
chlorophyllous,1.5928641378084412
chloroquine,2.136932182158717
chlorpromazine,1.5928641378084412
chloryl,1.7689553968641223
cho,3.4620958575394174
choate,2.2460766515837847
choc,1.9908041464804787
chocaholic,2.136932182158717
chock,2.29183414214446
chockablock,1.5928641378084412
chocked,1.8938941334724222
chocking,1.5928641378084412
chocks,2.333226827302685
choco,2.8938941334724224
chocoholic,1.5928641378084412
chocolate,4.467925401200141
chocolates,3.4679254012001413
chocolatey,2.4057774944512964
chocolatier,2.136932182158717
chocolaty,2.1949241291364032
chocs,1.5928641378084412
choctaw,2.592864137808441
choice,4.988714513827222
choiceless,1.5928641378084412
choices,4.09597357447981
choicest,2.0699853925281033
choir,3.7264030461786586
choirboy,2.3710153881920846
choirboys,1.5928641378084412
choiring,1.8938941334724222
choirs,2.592864137808441
chok,1.5928641378084412
choke,3.8116621359201788
chokecherries,1.5928641378084412
chokecherry,1.5928641378084412
choked,3.53734680995861
choker,2.4959541248003845
chokers,1.7689553968641223
chokes,2.7969841204643657
chokey,2.1949241291364032
choking,3.7084746494827407
choko,2.0699853925281033
choky,1.7689553968641223
chol,2.614053436878379
chola,1.5928641378084412
cholangitis,1.8938941334724222
cholate,1.5928641378084412
cholecystectomy,1.5928641378084412
cholecystitis,1.8938941334724222
choler,1.8938941334724222
cholera,3.0477089978169514
choleric,1.8938941334724222
cholesterol,3.2741053751840283
choli,1.5928641378084412
choline,1.5928641378084412
cholinesterase,1.9908041464804787
cholla,1.7689553968641223
cholo,2.634256822966666
cholos,2.1949241291364032
chomp,2.437962177822698
chomped,1.9908041464804787
chomper,1.5928641378084412
chompers,2.136932182158717
chomping,2.4679254012001413
chon,2.333226827302685
chondrus,1.5928641378084412
choochoo,1.5928641378084412
chook,2.0699853925281033
choop,1.5928641378084412
choose,4.681354607990837
chooser,1.7689553968641223
choosers,2.592864137808441
chooses,3.5884993324059913
choosey,1.7689553968641223
choosing,3.7343139112089085
choosy,2.7831958359787325
chop,4.133818946734574
chophouse,1.9908041464804787
chophouses,1.5928641378084412
chopin,2.9046179988641954
chopped,3.659190063170479
chopper,4.067808473273829
choppered,2.0699853925281033
choppering,1.5928641378084412
choppers,3.514550613292043
choppin,2.333226827302685
chopping,3.3292606400850837
choppy,2.437962177822698
chops,3.735878938062536
chopstick,2.437962177822698
chopsticks,3.2649619957441587
choral,2.3710153881920846
chorale,1.8938941334724222
chord,3.2649619957441587
chordata,1.7689553968641223
chords,3.1839287448349403
chore,3.007837485779259
choreograph,2.3710153881920846
choreographed,2.5705877430972888
choreographer,3.0242279019674285
choreographers,2.136932182158717
choreographing,1.7689553968641223
choreography,2.9545919738260342
chores,3.6242726020600653
chorister,1.5928641378084412
chorizo,2.29183414214446
chorography,1.7689553968641223
chorology,1.7689553968641223
chortle,2.0699853925281033
chortles,2.0699853925281033
chortling,1.7689553968641223
chorus,3.7845945311712974
choruses,2.4057774944512964
chorusing,1.5928641378084412
chose,4.270927042782787
chosen,4.259382118363322
choses,1.8938941334724222
chou,3.0400221691506606
choughs,1.5928641378084412
choule,2.522283063522734
chow,3.837141258610284
chowder,3.2109122345205336
chowderhead,1.7689553968641223
chowderheaded,1.8938941334724222
chowhound,1.7689553968641223
chowing,2.333226827302685
chows,2.1949241291364032
chowtime,1.5928641378084412
choy,3.2161134282063415
choya,2.9639320000801774
chreotechnics,1.5928641378084412
chrestomathy,1.8938941334724222
chrism,1.5928641378084412
christ,4.95440310907772
christen,2.8103480820223474
christendom,2.522283063522734
christened,2.7689553968641225
christening,2.882898749170959
christenings,2.136932182158717
christian,4.201390171385635
christiania,1.5928641378084412
christianity,3.0477089978169514
christians,3.5495127170136445
christie,3.44105325479984
christies,1.7689553968641223
christine,3.8576819608179775
christmas,5.087366584854614
christmases,2.7831958359787325
christopher,4.258913876288957
christs,1.8938941334724222
christy,3.3710153881920846
chroma,1.8938941334724222
chromatic,1.8938941334724222
chromaticism,1.5928641378084412
chromatograph,1.9908041464804787
chromatography,1.9908041464804787
chrome,3.1113780776863287
chromed,1.5928641378084412
chromeplated,1.7689553968641223
chromes,1.5928641378084412
chromic,2.29183414214446
chroming,1.5928641378084412
chromium,2.8233130591867153
chromos,1.5928641378084412
chromosomal,1.8938941334724222
chromosome,2.882898749170959
chromosomes,2.9352868186306473
chronic,3.694954663320278
chronically,2.3710153881920846
chronicle,3.20031916102311
chronicled,2.136932182158717
chronicler,2.333226827302685
chroniclers,1.7689553968641223
chronicles,2.437962177822698
chronicling,2.0699853925281033
chronics,1.5928641378084412
chronograph,1.7689553968641223
chronological,2.547106647247766
chronologically,2.3710153881920846
chronologies,1.5928641378084412
chronology,2.333226827302685
chronometer,2.3710153881920846
chronometers,2.0699853925281033
chronometric,1.8938941334724222
chrysalis,1.9908041464804787
chrysanthemum,2.4057774944512964
chrysanthemums,2.333226827302685
chrysler,2.9450466559198034
chryslers,1.5928641378084412
chrysolite,1.5928641378084412
chub,2.437962177822698
chubb,1.9908041464804787
chubby,3.622247915493651
chubs,1.5928641378084412
chuck,4.332040769719171
chucked,2.7689553968641225
chucker,1.5928641378084412
chuckie,3.084225831642714
chucking,2.4959541248003845
chuckle,3.2056479945281766
chuckled,1.9908041464804787
chucklehead,2.3710153881920846
chuckles,4.115308371314761
chuckling,3.682769249247839
chucks,2.4057774944512964
chucky,3.459151476892636
chuff,1.7689553968641223
chuffed,1.5928641378084412
chuffs,1.5928641378084412
chug,3.3710153881920846
chugalug,2.0699853925281033
chugged,1.8938941334724222
chugger,1.8938941334724222
chuggers,1.5928641378084412
chugging,2.4959541248003845
chugs,1.7689553968641223
chukka,1.5928641378084412
chukker,2.136932182158717
chum,3.4877337945536935
chumming,2.136932182158717
chummy,3.0321968316387036
chump,3.614053436878379
chumped,1.8938941334724222
chumping,1.8938941334724222
chumps,2.9253025977240465
chums,2.7969841204643657
chun,3.29183414214446
chunder,1.8938941334724222
chung,3.5348721908307543
chunga,1.5928641378084412
chungking,1.8938941334724222
chunk,3.618170003073211
chunked,1.5928641378084412
chunkier,1.5928641378084412
chunkiest,1.5928641378084412
chunking,1.8938941334724222
chunks,3.2741053751840283
chunky,3.1491666385757284
chuppah,2.2460766515837847
church,4.842551565613743
churches,3.4849587404989215
churchgoer,2.437962177822698
churchgoers,2.0699853925281033
churchgoing,2.1949241291364032
churchill,3.4501966342397097
churching,1.7689553968641223
churchman,2.1949241291364032
churchmen,2.1949241291364032
churchy,1.8938941334724222
churchyard,2.522283063522734
churchyards,1.8938941334724222
churel,1.5928641378084412
churl,1.5928641378084412
churlish,2.0699853925281033
churn,2.7969841204643657
churned,2.5705877430972888
churning,2.7068074901152777
churns,2.29183414214446
churro,1.9908041464804787
chut,1.8938941334724222
chute,3.5590058705474736
chuted,1.5928641378084412
chutes,2.9545919738260342
chutney,2.672045383856066
chutzpah,2.2460766515837847
cia,2.1949241291364032
ciabatta,1.5928641378084412
ciao,3.689774150816498
cicada,1.8938941334724222
cicadas,2.136932182158717
cicatrice,1.7689553968641223
cicatrisation,1.5928641378084412
cicatriser,1.5928641378084412
cicatrization,1.5928641378084412
cicely,2.6897741508164974
cicero,3.2161134282063415
cicerone,1.8938941334724222
ciceros,1.5928641378084412
cid,1.9908041464804787
cider,3.2830602178369546
cienega,2.5705877430972888
cig,2.4057774944512964
cigar,4.1120356016301
cigaret,1.7689553968641223
cigarette,4.424733912088943
cigarettes,4.248962339821273
cigarillo,1.5928641378084412
cigars,3.824588521136958
ciggies,1.8938941334724222
ciggy,2.0699853925281033
cilantro,2.6897741508164974
cilia,1.7689553968641223
ciliate,1.5928641378084412
cimmerian,1.8938941334724222
cinch,3.554285231874889
cinched,2.1949241291364032
cinches,2.0699853925281033
cincinatti,1.8938941334724222
cincinnati,3.509318086358366
cinder,2.8938941334724224
cinderella,3.77755556862604
cindering,1.7689553968641223
cinders,2.614053436878379
cine,2.136932182158717
cinema,3.5906872185541667
cinemas,2.136932182158717
cinematheque,2.1949241291364032
cinematic,2.7231979063034473
cinematically,1.7689553968641223
cinematograph,1.7689553968641223
cinematographer,2.547106647247766
cinematographers,1.7689553968641223
cinematographically,1.5928641378084412
cinematography,2.653561978162053
cinerama,1.5928641378084412
cinnabar,2.333226827302685
cinnamon,3.4765255729620588
cinque,2.9352868186306473
cioppino,1.7689553968641223
cipher,3.1783248673169417
ciphering,1.5928641378084412
ciphers,2.136932182158717
ciphertext,1.8938941334724222
circ,1.5928641378084412
circa,2.848136642911747
circadian,2.136932182158717
circassian,1.7689553968641223
circe,1.9908041464804787
circle,4.332436482258533
circled,3.1491666385757284
circles,3.9035574501518018
circling,3.4904912290988825
circs,2.1949241291364032
circuit,3.824588521136958
circuiting,1.5928641378084412
circuitous,1.7689553968641223
circuitry,2.9450466559198034
circuits,3.434848942398555
circular,3.2056479945281766
circulars,1.8938941334724222
circulate,2.973075379520047
circulated,2.7231979063034473
circulates,2.333226827302685
circulating,3.007837485779259
circulation,3.5613470863623764
circulations,1.7689553968641223
circulators,1.5928641378084412
circulatory,2.672045383856066
circum,1.5928641378084412
circumambulating,1.7689553968641223
circumcise,1.9908041464804787
circumcised,2.9253025977240465
circumcising,1.9908041464804787
circumcision,2.8359021864947356
circumcisions,2.1949241291364032
circumference,2.882898749170959
circumferential,1.8938941334724222
circumnavigate,2.136932182158717
circumnavigating,1.5928641378084412
circumscribed,1.7689553968641223
circumspect,2.333226827302685
circumspection,1.5928641378084412
circumstance,3.3171400074092303
circumstances,4.360391037216823
circumstantial,3.226332593388028
circumstantially,1.5928641378084412
circumvent,2.7231979063034473
circumvented,2.2460766515837847
circumventing,2.0699853925281033
circumvents,1.5928641378084412
circus,4.231852297152123
circuses,2.522283063522734
cirque,2.9150834325423602
cirrhosis,2.7231979063034473
cirrhotic,1.8938941334724222
cirrus,2.136932182158717
cis,1.5928641378084412
cisalpine,1.5928641378084412
cisco,3.226332593388028
cissy,2.5705877430972888
cistern,2.3710153881920846
cisterna,1.9908041464804787
cit,1.7689553968641223
citadel,2.672045383856066
citadels,1.5928641378084412
citation,3.2056479945281766
citations,2.8359021864947356
cite,2.9820302221729738
cited,2.882898749170959
cites,2.0699853925281033
cithara,1.5928641378084412
cities,3.944080483147783
citified,1.5928641378084412
citing,2.8233130591867153
citizen,4.124981254057245
citizeness,1.5928641378084412
citizenries,1.5928641378084412
citizenry,2.592864137808441
citizens,4.077875352387014
citizenship,3.130683232881715
citrate,1.5928641378084412
citric,1.7689553968641223
citrine,1.5928641378084412
citron,1.5928641378084412
citrus,2.7231979063034473
city,5.227593245889771
cityscape,1.7689553968641223
citywide,2.7068074901152777
ciudad,2.2460766515837847
civ,1.8938941334724222
cive,1.7689553968641223
civet,2.136932182158717
civets,1.5928641378084412
civic,3.3371571209311175
civics,2.614053436878379
civie,1.5928641378084412
civies,1.5928641378084412
civil,4.202458547033661
civilian,3.973075379520047
civilians,3.7789725176216464
civilisation,3.333226827302685
civilisations,2.136932182158717
civilise,2.1949241291364032
civilised,3.062686153786604
civilities,1.5928641378084412
civility,2.754232140043416
civilization,3.921243741247179
civilizations,2.9352868186306473
civilize,2.2460766515837847
civilized,3.791521224762864
civilizes,1.5928641378084412
civilizing,2.0699853925281033
civilly,1.8938941334724222
civvies,2.4679254012001413
civvy,1.7689553968641223
ck,2.5705877430972888
cl,2.87161773876127
clabber,1.5928641378084412
clack,2.653561978162053
clacked,1.5928641378084412
clacker,1.9908041464804787
clackers,1.9908041464804787
clackety,1.7689553968641223
clacking,2.4679254012001413
clacks,1.5928641378084412
clad,2.333226827302685
cladding,1.5928641378084412
clagging,1.5928641378084412
claim,4.404439143679035
claimants,1.5928641378084412
claimed,3.8635429739531473
claimer,1.5928641378084412
claiming,3.6202137455831975
claims,4.1437037428742265
clair,2.973075379520047
clairaudient,1.7689553968641223
claire,4.483005597873019
clairsentience,1.5928641378084412
clairvoyance,2.333226827302685
clairvoyancy,1.5928641378084412
clairvoyant,2.860035866211455
clairvoyants,1.8938941334724222
clake,1.7689553968641223
clam,3.595030199564949
clambake,2.6897741508164974
clambakes,1.8938941334724222
clamber,1.7689553968641223
clambered,1.9908041464804787
clammed,2.136932182158717
clammiest,1.5928641378084412
clammily,1.5928641378084412
clamming,2.1949241291364032
clammy,2.7831958359787325
clamor,2.1949241291364032
clamored,1.5928641378084412
clamoring,2.7969841204643657
clamors,1.7689553968641223
clamour,2.2460766515837847
clamouring,2.2460766515837847
clamp,3.837141258610284
clampdown,1.7689553968641223
clamped,2.7969841204643657
clampers,1.5928641378084412
clamping,2.29183414214446
clamps,3.0400221691506606
clams,3.434848942398555
clamshell,1.8938941334724222
clan,3.614053436878379
clandestine,2.9545919738260342
clandestinely,1.5928641378084412
clang,2.9352868186306473
clanged,1.5928641378084412
clanging,2.9352868186306473
clangs,2.4057774944512964
clank,2.522283063522734
clanked,1.7689553968641223
clanking,3.0400221691506606
clanks,2.4057774944512964
clannish,2.0699853925281033
clans,2.882898749170959
clansman,1.8938941334724222
clansmen,1.5928641378084412
clap,3.6756495081248914
clapboard,1.7689553968641223
clapped,2.7231979063034473
clapper,2.614053436878379
clapperboard,1.9908041464804787
clappers,1.5928641378084412
clapping,3.3130234412143977
claps,2.672045383856066
claptrap,2.4679254012001413
claque,1.7689553968641223
clar,1.7689553968641223
clare,3.3990441117923282
clarence,3.934298662386581
clarenceux,1.5928641378084412
clarendon,1.5928641378084412
clares,1.5928641378084412
claret,2.4959541248003845
clarets,1.5928641378084412
clarification,2.7831958359787325
clarifications,1.7689553968641223
clarified,2.522283063522734
clarifier,1.7689553968641223
clarifies,1.5928641378084412
clarify,3.3525319824980717
clarifying,2.29183414214446
clarinet,3.20031916102311
clarinetist,1.5928641378084412
clarinets,1.7689553968641223
clarion,2.4959541248003845
clarionet,1.5928641378084412
clarity,3.3252578976314098
clark,4.2965852977354615
clarke,3.1783248673169417
clarksville,2.136932182158717
claro,2.136932182158717
clary,2.333226827302685
clash,3.130683232881715
clashed,2.3710153881920846
clashes,2.2460766515837847
clashing,2.1949241291364032
clasp,3.016110011745249
clasped,2.136932182158717
clasping,1.8938941334724222
class,5.068970854648633
classed,1.9908041464804787
classes,4.201924687738528
classic,4.208288090694385
classical,3.6440166602558226
classically,2.5705877430972888
classicist,2.0699853925281033
classicists,1.8938941334724222
classics,3.34491258562788
classier,2.4679254012001413
classiest,2.1949241291364032
classification,2.87161773876127
classifications,1.7689553968641223
classified,3.8309102409372366
classifieds,2.6897741508164974
classifies,2.136932182158717
classify,2.8103480820223474
classifying,2.3710153881920846
classis,1.5928641378084412
classism,1.7689553968641223
classist,1.5928641378084412
classless,1.9908041464804787
classmate,3.1894612334349013
classmates,3.422167910639466
