ic_id,primary_alias,aliases,decision,evidence_count,clean_candidate,admitted_clean,strict_lemma_seed,typed_sense_seed,resolver_id,longman,ogden,high_frequency,early_aoa,high_concreteness,frequency,age_of_acquisition,concreteness,sense_count,tag_counts,fired_rules,flags
ic:snail,snail,snail,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2508755344655533,5.79,4.93,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:sniff,sniff,sniff;snuff,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.5519055301295346,6.16,4.17,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:snore,snore,snore,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2109122345205336,5.94,4.39,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:snoring,snoring,snoring,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.4620958575394174,,4.18,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:snorkel,snorkel,snorkel,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.7969841204643657,9.11,4.56,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:snot,snot,snot,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.3292606400850837,5.47,4.48,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:snowball,snowball,snowball,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.1491666385757284,4.74,4.93,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:snowfall,snowfall,snowfall,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.614053436878379,5.63,4.66,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:snowflake,snowflake,snowflake,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.077163977155227,5.32,4.76,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:snowman,snowman,snowman,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2830602178369546,3.47,4.64,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:snowmobile,snowmobile,snowmobile,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.4959541248003845,8.78,4.81,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:snowstorm,snowstorm,snowstorm,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.9450466559198034,5.89,4.86,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:snowy,snowy,snowy,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.0321968316387036,4.83,4.25,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:soapy,soapy,soapy,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.7068074901152777,5.72,4.41,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:soccer,soccer,soccer,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.098692171663277,5.89,4.76,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sociability,sociability,sociability,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,13.63,1.76,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sofa,sofa,sofa,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7689553968641225,4.5,4.9,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sole,sole,sole,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.721586422146868,7.06,4.11,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:somebody,somebody,somebody,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,true,true,false,5.536655336737743,5.3052150000000005,3.79,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sonnet,sonnet,sonnet,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.8938941334724224,12.38,3.9,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:soot,soot,soot,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.0400221691506606,7.2,4.61,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:spaceship,spaceship,spaceship,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.568295946317704,4.67,4.48,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:spadix,spadix,spadix,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:spank,spank,spank,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.53238339042706,4.22,4.21,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:spanking,spanking,spanking,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2649619957441587,3.86,4.28,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:spattering,spattering,spattering;splattering;sputtering,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.592864137808441,,3.54,5,"{""lexical-word"": 5}",r_admit_lexical,missing_aoa
ic:spider,spider,spider,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.004483843771672,3.43,4.97,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:spill,spill,spill,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.9283220384978255,3.84,4.07,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:spinach,spinach,spinach,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.4091054378002243,4.94,4.77,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:spirometer,spirometer,spirometer,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:spit,spit,spit,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.286591086732088,5.06,4.71,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:spitting,spitting,spitting,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.599330180057673,,4.18,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:splashing,splashing,splashing,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.0477089978169514,,4.41,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:spline,spline,spline;splint,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.9450466559198034,9.16,4.69,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:splinter,splinter,splinter,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.1726477344252513,4.72,4.41,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:spoonful,spoonful,spoonful,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.7831958359787325,5.39,4.43,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:spotting,spotting,spotting,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.8359021864947356,,2.55,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:spray,spray,spray,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.98468106142169,5.8,4.5,9,"{""lexical-word"": 9}",r_admit_lexical,
ic:sprinkler,sprinkler,sprinkler,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.973075379520047,5.53,4.89,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:squeak,squeak,squeak;squeal,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.4285547093008666,5.84,4.07,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:squeegee,squeegee,squeegee,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.4679254012001413,9.94,4.75,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:squeeze,squeeze,squeeze,admit,3,false,true,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,true,false,4.178324867316942,5.42,3.75,17,"{""lexical-word"": 17}",r_admit_lexical,
ic:squid,squid,squid,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.444122486527516,7.32,4.71,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:squire,squire,squire,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.4904912290988825,11.0,4.16,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:squirrel,squirrel,squirrel,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.738992173486679,4.44,4.89,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:staff,staff,staff,admit,3,false,false,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.504820326881128,10.0,4.36,8,"{""chemical"": 1, ""lexical-word"": 6, ""technical-term"": 1}",r_admit_lexical,artifact_reading_present
ic:stain,stain,stain,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7928934043622116,5.24,4.59,9,"{""lexical-word"": 9}",r_admit_lexical,
ic:stairway,stairway,stairway,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2056479945281766,4.15,4.83,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:staple,staple,staple,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.0552621357073972,7.18,4.34,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:stapler,stapler,stapler,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.9450466559198034,5.83,4.62,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:starfish,starfish,starfish,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.882898749170959,5.76,4.9,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:steamroller,steamroller,steamroller,admit,3,false,true,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.4057774944512964,7.67,4.79,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:steer,steer,steer,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.77755556862604,6.0,4.19,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:stereo,stereo,stereo,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.776133981491246,5.95,4.63,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:stereoscope,stereoscope,stereoscope,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,,,4.19,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:stevia,stevia,stevia,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:sticker,sticker,sticker,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.4471701796095218,4.42,4.67,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:stir,stir,stir,admit,3,false,true,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,true,false,3.7718410851016104,5.58,3.76,11,"{""lexical-word"": 11}",r_admit_lexical,
ic:stockade,stockade,stockade,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.16689540553616,11.88,4.46,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:stool,stool,stool,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.547106647247766,6.21,4.9,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:stoplight,stoplight,stoplight,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.522283063522734,5.89,4.66,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:storybook,storybook,storybook,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.7389921734866793,4.94,4.92,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:stove,stove,stove,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.880665867738667,4.32,4.96,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:strait,strait,strait;straits,admit,3,false,true,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.0242279019674285,11.11,4.04,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:streusel,streusel,streusel,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,,,4.46,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:strickle,strickle,strickle,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,5,"{""lexical-word"": 5}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:strings,strings,strings,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.9140481651107555,5.74,4.75,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:stripe,stripe,stripe;stripes,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.801036664475563,4.05,4.72,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:striped,striped,striped,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2363168142946286,4.65,4.04,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:stuff,stuff,stuff,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,true,true,false,5.486459471628324,5.0,3.13,14,"{""lexical-word"": 14}",r_admit_lexical,
ic:suction,suction,suction,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.751226629903691,9.42,3.96,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:suds,suds,suds,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.6897741508164974,6.79,4.59,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:sunburn,sunburn,sunburn,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.8233130591867153,7.26,4.57,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:sundae,sundae,sundae,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2056479945281766,5.11,4.59,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sunflower,sunflower,sunflower,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.8359021864947356,6.0,4.8,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sunglass,sunglass,sunglass,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.1949241291364032,5.28,4.5,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sunglasses,sunglasses,sunglasses,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.597185511591084,5.56,4.83,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sunlight,sunlight,sunlight,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.666582488154564,5.0,4.45,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:sunrise,sunrise,sunrise,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7831958359787325,5.72,4.69,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:sunshine,sunshine,sunshine,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.073589516796929,4.58,4.21,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:supermarket,supermarket,supermarket,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7000741074563095,4.53,4.57,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:supernatural,supernatural,supernatural,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.6459425812918607,11.11,2.04,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:surfboard,surfboard,surfboard,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.973075379520047,,4.57,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:sutura,sutura,sutura;suture,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.3956378631004167,14.61,4.15,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:swab,swab,swab,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.3781939728192083,8.94,4.34,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:sweat,sweat,sweat,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.33949833674602,7.26,4.71,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:sweater,sweater,sweater,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.140023259135859,5.22,4.78,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:sweatshirt,sweatshirt,sweatshirt,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.37461951246091,5.0,4.93,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:swimmer,swimmer,swimmer,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.5728675093921876,5.11,4.77,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:swimsuit,swimsuit,swimsuit,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.3004343139063774,5.61,4.78,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:swimwear,swimwear,swimwear,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.29183414214446,5.16,4.82,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:switch,switch,switch,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.448686043214471,4.78,4.07,14,"{""lexical-word"": 14}",r_admit_lexical,
ic:sycamore,sycamore,sycamore,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.9820302221729738,11.12,4.48,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:syphilis,syphilis,syphilis,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.28746933674201,14.67,3.93,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:syringe,syringe,syringe,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.29183414214446,10.63,4.81,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:tablespoon,tablespoon,tablespoon,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.29183414214446,6.63,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:tabletop,tabletop,tabletop,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.0699853925281033,4.79,4.78,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:tackle,tackle,tackle,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.634256822966666,9.3,4.28,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:taken,taken,taken,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,true,false,false,5.141376394149477,,2.66,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:talker,talker,talker,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.255621969490015,5.74,4.39,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:tampon,tampon,tampon,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.8359021864947356,12.11,4.86,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:tango,tango,tango,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.7311668359747228,10.67,4.1,3,"{""lexical-word"": 2, ""technical-term"": 1}",r_admit_lexical,
ic:tank,tank,tank,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.4081097297250045,7.17,4.8,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:tape,tape,tape,admit,3,false,false,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.837388649378525,4.42,4.9,8,"{""chemical"": 3, ""lexical-word"": 5}",r_admit_lexical,artifact_reading_present
ic:tarantism,tarantism,tarantism,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:teeth,teeth,teeth,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.679401921561649,,4.96,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:tenant,tenant,tenant,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.4849587404989215,10.33,4.55,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:tentacle,tentacle,tentacle,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.437962177822698,8.65,4.46,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:teepee,tepee,teepee;tepee,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.7389921734866793,5.65,4.85,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:terrace,terrace,terrace,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.53238339042706,9.89,4.67,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:territorial,territorial,territorial,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.226332593388028,10.11,2.71,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:tested,tested,tested,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,4.022616417810849,,3.0,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:text,text,text,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.719968936173249,7.78,4.93,5,"{""lexical-word"": 4, ""technical-term"": 1}",r_admit_lexical,
ic:textbook,textbook,textbook,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.34491258562788,7.58,4.86,2,"{""lexical-word"": 1, ""technical-term"": 1}",r_admit_lexical,
ic:thanks,thanks,thanks,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,true,true,false,5.794124670059233,3.53,2.15,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:thermostat,thermostat,thermostat,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.062686153786604,8.89,4.87,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:thimble,thimble,thimble,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.4679254012001413,8.05,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:thorax,thorax,thorax,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.614053436878379,11.31,4.56,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:thorn,thorn,thorn,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7084746494827407,5.965949000000001,5.0,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:thyme,thyme,thyme,admit,3,false,false,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.333226827302685,12.42,4.96,2,"{""chemical"": 1, ""lexical-word"": 1}",r_admit_lexical,artifact_reading_present
ic:tickling,tickling,tickling,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.007837485779259,,4.17,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:tiger,tiger,tiger,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.267725278546253,4.0,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:times,times,times,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,true,false,false,5.341904406511898,6.7,2.07,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:ting,ting,ting,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.1179089448452864,10.0,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_concreteness
ic:tiptoe,tiptoe,tiptoe,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,false,2.9545919738260342,5.65,3.89,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:titer,titer,titer;titre,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa;missing_concreteness
ic:tiyin,tiyin,tiyin,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:toast,toast,toast,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.524322008497446,4.67,4.93,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:toboggan,toboggan,toboggan,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,1.9908041464804787,10.12,4.76,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:toenail,toenail,toenail,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.9450466559198034,5.1,4.86,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:tomato,tomato,tomato,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7718410851016104,4.61,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:toothbrush,toothbrush,toothbrush,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.7000741074563095,4.33,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:toothpaste,toothpaste,toothpaste,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.4986600181763094,3.33,4.97,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:tortoise,tortoise,tortoise,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.0552621357073972,5.88,4.87,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:toss,toss,toss,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,false,4.093237852161815,4.11,3.96,9,"{""lexical-word"": 9}",r_admit_lexical,
ic:tractor,tractor,tractor,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.5728675093921876,5.5,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
